RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
147818,8/23/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,604,6,10,7.5,7.5,0.062,62,15,15,4.1,4.1,2/2,2,326.7789518,3.267789518,82328,-1,8/26/19,8/28/19,8/28/19,16,18,1,2,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147818,8/23/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,604,6,10,7.5,7.5,0.062,62,15,15,4.1,4.1,2/2,2,326.7789518,3.267789518,82328,-01STCL,8/26/19,8/28/19,8/28/19,1,1,1,1,6,FR-TG150            ,00:00.0,NULL,NULL,NULL,NULL
147657,8/15/19,PHOSEON TECHNOLOGY,1.1811,0.6102,0.72070722,2,1,19.68,0,6,0.065,65,118,118,0.550847458,0.550847458,2/0,2,0.000723122,7.23E-06,82327,-1,8/23/19,9/5/19,9/5/19,12,18,0,1,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147770,8/22/19,ABB Inc. U.S.,8.203,14.035,115.129105,780,4,8,0,6,0.062,62,14,14,4.428571429,4.428571429,2/2,2,113.645207,1.13645207,82326,-1,8/23/19,8/29/19,8/29/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147562,8/13/19,BROOKHAVEN NATIONAL LABS,6.299,3.937,24.799163,258,4,8,0,6,0.062,62,35,35,1.771428571,1.771428571,1/1,1,57.72307198,0.57723072,82323,-1,8/23/19,8/27/19,8/27/19,16,18,0,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147058,7/16/19,JMK INC,3,10,30,234,2,8,0,6,0.062,62,35,35,1.771428571,1.771428571,3/3,3,4.906451613,0.049064516,82322,-1,8/23/19,8/30/19,9/4/19,18,24,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147725,8/20/19,TCS-TRAIN CONTROL SYSTEMS,1.1339,1.1339,1.28572921,53,2,8,0,6,0.031,31,17.7,177,1.751412429,1.751412429,1/1,1,11.74598074,0.117459807,82321,-1,8/23/19,8/30/19,8/30/19,9,12,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147725,8/20/19,TCS-TRAIN CONTROL SYSTEMS,1.1339,1.1339,1.28572921,53,2,8,0,6,0.031,31,17.7,177,1.751412429,1.751412429,1/1,1,11.74598074,0.117459807,82321,-2,9/27/19,10/10/19,10/10/19,18,24,19,19,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147750,8/21/19,HUNTER ENGINEERING CO,3.75,5.5,20.625,132,2,8,0,6,0.062,62,30,30,2.066666667,2.066666667,1/1,1,2.270967742,0.022709677,82320,-1,8/22/19,8/30/19,9/4/19,18,24,12,15,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147653,8/15/19,LARITECH INC,1.45,1.15,1.6675,31,2,8,0,6,0.031,31,15,15,2.066666667,2.066666667,1/1,1,3.098450775,0.030984508,82318,-1,8/22/19,8/29/19,8/29/19,12,18,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
144652,3/12/19,LARITECH INC,4,5,20,279,4,6,0,6,0.062,62,9,9,6.888888889,6.888888889,1/1,1,111.6,1.116,82317,-1,8/22/19,8/30/19,8/30/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147219,7/25/19,LARITECH INC,1.43,2.08,2.9744,35,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.107117655,0.011071177,82316,-1,8/22/19,8/29/19,8/30/19,16,18,0,2,2,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
147535,8/12/19,MID CITY ENGINEERING,0.7874,0.7087,0.55803038,1,2,8,0,6,0.093,93,10,10,9.3,9.3,1/1,1,0.0032115,3.21E-05,82315,-1,8/22/19,8/27/19,8/28/19,18,24,2,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147719,8/20/19,CCK AUTOMATIONS INC,6.25,11,68.75,667,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,139.1637146,1.391637146,82314,-1,8/22/19,8/29/19,8/30/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147678,8/16/19,LARITECH INC,2.8,3,8.4,98,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,3.073476703,0.030734767,82313,-1,8/22/19,8/27/19,8/28/19,9,12,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147758,8/21/19,"ZELPRO ASSEMBLY SOLUTIONS, LLC",8.9382,3.7432,33.45747024,308,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,60.97550134,0.609755013,82311,-1,8/22/19,8/27/19,8/27/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147511-A,8/9/19,ABB Inc. U.S.,3.1496,5.5118,17.35996528,663,6,0,0,6,0.062,62,0,0,6.2,6.2,2/2,2,NULL,NULL,82309,-1,8/22/19,8/26/19,8/26/19,16,18,0,1,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147511-A,8/9/19,ABB Inc. U.S.,3.1496,5.5118,17.35996528,663,6,0,0,6,0.062,62,0,0,6.2,6.2,2/2,2,NULL,NULL,82309,-01STCL,8/22/19,8/26/19,8/26/19,0,0,1,1,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147720,8/20/19,AVCOM SMT INC.,4.7544,4.7257,22.46786808,156,6,8,0,6,0.062,62,8,8,7.75,7.75,1/1,1,78.61549544,0.786154954,82308,-1,8/22/19,8/29/19,8/30/19,18,24,1,2,6,370HR               ,00:00.0,NULL,NULL,NULL,NULL
147720,8/20/19,AVCOM SMT INC.,4.7544,4.7257,22.46786808,156,6,8,0,6,0.062,62,8,8,7.75,7.75,1/1,1,78.61549544,0.786154954,82308,-2,11/21/19,12/5/19,12/5/19,18,24,3,4,6,370HR               ,00:00.0,NULL,NULL,NULL,NULL
147722,8/20/19,TCS-TRAIN CONTROL SYSTEMS,1.105,1.578,1.74369,44,2,8,0,6,0.031,31,18,18,1.722222222,1.722222222,1/1,1,5.969296234,0.059692962,82303,-1,8/22/19,9/4/19,9/5/19,18,24,17,20,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147749,8/21/19,SPECTRACAD ENGINEERING INC,2,4.2,8.4,124,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,4.920634921,0.049206349,82302,-1,8/21/19,8/22/19,8/22/19,12,18,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147543,8/12/19,"ULTRAX AEROSPACE, INC",1.29,2.125,2.74125,101,4,8,0,6,0.062,62,14,14,4.428571429,4.428571429,1/1,1,80.0278501,0.800278501,82301,-1,8/21/19,8/28/19,8/28/19,18,24,10,12,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147539,8/12/19,"ULTRAX AEROSPACE, INC",0.7137,1.6425,1.17225225,66,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,9.989042392,0.099890424,82300,-1,8/21/19,8/27/19,8/27/19,18,24,6,7,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147538,8/12/19,"ULTRAX AEROSPACE, INC",1.29,2.125,2.74125,48,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,18.07510701,0.18075107,82299,-1,8/21/19,8/28/19,8/28/19,18,24,10,12,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147598,8/14/19,"ULTRAX AEROSPACE, INC",1.7505,1.355,2.3719275,93,6,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,264.6581736,2.646581736,82298,-1,8/21/19,8/27/19,8/27/19,18,24,2,3,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147604,8/14/19,"ULTRAX AEROSPACE, INC",1.29,2.125,2.74125,96,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,72.30042805,0.72300428,82297,-1,8/21/19,8/28/19,8/28/19,18,24,10,12,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147602,8/14/19,"ULTRAX AEROSPACE, INC",1.29,2.125,2.74125,45,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,1/1,1,15.88632452,0.158863245,82296,-1,8/21/19,8/28/19,8/28/19,18,24,10,12,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147703,8/19/19,PROFESSIONAL SOUND CORP.,3.71,7.05,26.1555,242,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,4/4,4,6.019005851,0.060190059,82295,-1,8/21/19,9/3/19,9/5/19,16,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147546,8/12/19,KENALL MANUFACTURING,4.125,4.125,17.015625,10,1,8,0,6,0.062,62,10,10,6.2,6.2,2/0,2,0.001974782,1.97E-05,82294,-1,8/21/19,8/28/19,8/28/19,18,24,1,2,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147644,8/15/19,KENALL MANUFACTURING,4.125,12.625,52.078125,62,1,8,0,6,0.066,66,89,89,0.741573034,0.741573034,2/0,2,0.0232993,0.000232993,82293,-1,8/21/19,8/28/19,8/28/19,18,24,2,3,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147548,8/12/19,KENALL MANUFACTURING,8.85,8.85,78.3225,1669,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,95.60556934,0.956055693,82292,-1,8/21/19,8/28/19,8/28/19,18,24,3,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147741,8/21/19,NEWCO ENTERPRISES,2.8,4.55,12.74,265,2,8,0,6,0.062,62,8,8,7.75,7.75,1/1,1,14.81765163,0.148176516,82291,-1,8/21/19,8/27/19,8/27/19,16,18,1,3,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147731,8/20/19,BONITRON INC,8,10,80,514,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,71.02043011,0.710204301,82290,-1,8/21/19,8/27/19,8/27/19,16,18,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147731,8/20/19,BONITRON INC,8,10,80,514,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,71.02043011,0.710204301,82290,-01STCL,8/21/19,8/27/19,8/27/19,0,0,1,1,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147728,8/20/19,ABB Inc. U.S.,2.289,4.271,9.776319,472,4,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,490.0672496,4.900672496,82289,-1,8/21/19,8/27/19,8/27/19,18,24,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147584,8/13/19,AVCOM SMT INC.,3,5,15,215,10,8,8,8,0.093,93,28,28,2.2,2.2,1/1,1,781.6727543,7.816727543,82288,-1,8/20/19,8/28/19,8/29/19,16,18,0,1,10,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147721,8/20/19,MESTEK INC,3.5,5,17.5,101,2,8,0,6,0.062,62,28,28,2.214285714,2.214285714,1/1,1,1.566973886,0.015669739,82287,-1,8/20/19,8/27/19,8/28/19,18,24,3,7,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147638,8/15/19,AVIONICS SPECIALIST INC,4.25,6.83,29.0275,1142,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,120.7757197,1.207757197,82285,-1,8/20/19,8/26/19,8/26/19,16,21,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147714,8/20/19,BLACK & DECKER,2.3612,2.3622,5.57762664,918,4,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,3/3,3,3249.248819,32.49248819,82284,-1,8/20/19,8/23/19,8/23/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147711,8/20/19,"1212-STUDIO, INC",1.4173,1.1811,1.67397303,24,2,8,0,6,0.031,31,23.62,2362,1.312447079,1.312447079,1/1,1,1.849954652,0.018499547,82283,-1,8/20/19,8/23/19,8/23/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
146896,7/8/19,"EDC, INC",4.0157,7.4016,29.72260512,201,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,3.653947501,0.036539475,82282,-1,8/20/19,8/28/19,8/30/19,18,24,3,4,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147646,8/15/19,BROOKHAVEN NATIONAL LABS,8.661,3.9365,34.0940265,793,4,8,0,6,0.062,62,40,40,1.55,1.55,1/1,1,396.6570041,3.966570041,82281,-1,8/19/19,8/26/19,8/26/19,18,24,1,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147525,8/9/19,BROOKHAVEN NATIONAL LABS,8.661,9.1865,79.5642765,1272,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,437.3238389,4.373238389,82280,-1,8/19/19,8/26/19,8/26/19,18,24,2,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147684,8/19/19,ARTISAN CONTROLS CORP,2.4,2.4,5.76,98,1,8,0,6,0.062,62,32,32,1.9375,1.9375,2/0,2,0.560269191,0.005602692,82279,-1,8/19/19,8/27/19,8/27/19,16,24,4,6,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147699,8/19/19,NEWCO ENTERPRISES,4.5,2.74,12.33,102,2,10,5.75,5.75,0.062,62,14,14,4.6,4.6,2/2,2,1.8229449,0.018229449,82277,-1,1/30/20,2/5/20,2/5/20,18,24,30,34,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147686,8/19/19,BLACK & DECKER,0.315,0.5118,0.161217,4,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.266787948,0.002667879,82275,-1,8/19/19,8/22/19,8/23/19,18,24,3,5,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
104507-A,8/19/19,ENVIRONMENTAL TECHNOLOGY,5.15,6.35,32.7025,13,1,0,0,6,0.062,62,0,0,1.377777778,1.377777778,1/0,1,NULL,NULL,82274,-1,8/19/19,9/10/19,9/10/19,18,24,22,24,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
104507-A,8/19/19,ENVIRONMENTAL TECHNOLOGY,5.15,6.35,32.7025,13,1,0,0,6,0.062,62,0,0,1.377777778,1.377777778,1/0,1,NULL,NULL,82274,-2,11/13/19,11/21/19,11/21/19,18,24,11,12,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
104507-A,8/19/19,ENVIRONMENTAL TECHNOLOGY,5.15,6.35,32.7025,13,1,0,0,6,0.062,62,0,0,1.377777778,1.377777778,1/0,1,NULL,NULL,82274,-3,11/13/19,1/30/20,1/30/20,18,24,11,12,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
104507-A,8/19/19,ENVIRONMENTAL TECHNOLOGY,5.15,6.35,32.7025,13,1,0,0,6,0.062,62,0,0,1.377777778,1.377777778,1/0,1,NULL,NULL,82274,-4,12/23/19,NULL,2/12/20,18,24,13,13,0,FR-4                ,9,NULL,NULL,NULL,NULL
104507-A,8/19/19,ENVIRONMENTAL TECHNOLOGY,5.15,6.35,32.7025,13,1,0,0,6,0.062,62,0,0,1.377777778,1.377777778,1/0,1,NULL,NULL,82274,-5,12/23/19,NULL,4/15/20,18,24,13,13,0,FR-4                ,9,NULL,NULL,NULL,NULL
147643,8/15/19,LENNOX INDUSTRIES,4.75,4.1,19.475,455,6,8,0,6,0.062,62,16,16,3.875,3.875,1/1,1,771.5536875,7.715536875,82272,-1,8/16/19,8/21/19,8/21/19,18,24,0,1,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147599,8/14/19,"ULTRAX AEROSPACE, INC",1.29,2.125,2.74125,140,4,5,0,6,0.062,62,10,10,6.2,6.2,1/1,1,246.0222899,2.460222899,82271,-1,8/16/19,8/22/19,8/22/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147537,8/12/19,"ULTRAX AEROSPACE, INC",1.965,7,13.755,389,6,8,0,6,0.062,62,28,28,10.33333333,10.33333333,1/1,1,171.1010408,1.711010408,82270,-1,8/16/19,8/22/19,8/22/19,18,24,3,4,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147542,8/12/19,"ULTRAX AEROSPACE, INC",1.45,1.34,1.943,93,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,11.96603191,0.119660319,82269,-1,8/16/19,8/22/19,8/22/19,18,24,12,14,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147541,8/12/19,"ULTRAX AEROSPACE, INC",1.975,4.065,8.028375,80,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,2.142936905,0.021429369,82268,-1,8/16/19,8/22/19,8/22/19,18,24,12,15,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147489,8/8/19,"AMETEK PROGRAMMABLE POWER, INC",1.2811,5.25,6.725775,640,4,8,0,6,0.05,50,8,8,6.25,6.25,2/2,2,1624.001199,16.24001199,82266,-1,8/16/19,1/8/20,1/7/20,16,18,2,3,4,FR-TG175            ,00:00.0,NULL,20-003         ,RMA                 ,1150
147481,8/7/19,ASSEMBLY SOLUTIONS LLC,2.6504,4.7504,12.59046016,1003,10,4,0,6,0.062,62,7,7,8.85,8.85,1/1,1,53741.24341,537.4124341,82265,-1,8/16/19,8/22/19,8/22/19,16,18,2,4,10,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147628,8/14/19,"INFRASCAN, INC",2.73,8.125,22.18125,873,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,738.9065525,7.389065525,82264,-1,8/16/19,8/22/19,8/22/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147601-B,8/15/19,THE LIGHT SOURCE,4,4,16,5,1,8,0,6,0.062,62,156,156,0.397435897,0.397435897,1/0,1,0.000525034,5.25E-06,82263,-1,8/16/19,8/26/19,8/26/19,18,24,0,1,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147044,7/15/19,"POLAR POWER, INC",1.06,2.75,2.915,16,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.236079603,0.002360796,82262,-1,8/15/19,8/27/19,8/27/19,18,24,7,9,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147441,8/6/19,"COMPUTROL, INC",3,3,9,116,2,8,0,6,0.062,62,15,15,4.13,4.13,1/1,1,4.022359729,0.040223597,82261,-1,8/15/19,8/29/19,8/30/19,16,21,3,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147439,8/6/19,"COMPUTROL, INC",1.2502,3.045,3.806859,72,4,8,0,6,0.062,62,9.84,984,6.3,6.3,1/1,1,29.28878055,0.292887806,82260,-1,8/15/19,8/29/19,8/30/19,18,24,1,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147595,8/14/19,WESTERN RESERVE CONTROLS,0.28,5.133,1.43724,43,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,27.66652811,0.276665281,82259,-1,8/15/19,8/21/19,8/21/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147641,8/15/19,UPDATE SYSTEMS INC,3.47,17.6,61.072,535,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,100.788845,1.00788845,82258,-1,8/15/19,8/19/19,8/19/19,18,24,6,7,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147641,8/15/19,UPDATE SYSTEMS INC,3.47,17.6,61.072,535,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,100.788845,1.00788845,82258,-01A,8/22/19,NULL,12/31/85,1,1,5,5,1,FR-4                ,1,NULL,NULL,NULL,NULL
147641,8/15/19,UPDATE SYSTEMS INC,3.47,17.6,61.072,535,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,100.788845,1.00788845,82258,-2,9/4/19,9/10/19,9/10/19,18,24,8,10,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147640,8/15/19,UPDATE SYSTEMS INC,3.47,10.2,35.394,301,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,55.04912138,0.550491214,82257,-1,8/15/19,8/19/19,8/19/19,18,24,3,5,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147640,8/15/19,UPDATE SYSTEMS INC,3.47,10.2,35.394,301,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,55.04912138,0.550491214,82257,-2,9/4/19,9/6/19,9/6/19,18,24,4,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147613,8/14/19,Somfy Systems,5.45,7.2,39.24,223,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,3.406730569,0.034067306,82255,-1,8/15/19,8/19/19,8/19/19,16,18,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147516,8/9/19,ENVIRONMENTAL TECHNOLOGY,4.375,2.4,10.5,25,2,8,0,6,0.062,62,52,52,1.192307692,1.192307692,2/2,2,0.160010241,0.001600102,82254,-1,8/15/19,9/10/19,9/10/19,9,12,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147592,8/14/19,AVNET,1.9,2.3,4.37,36,2,100,0,6,0.062,62,41,41,1.512195122,1.512195122,2/2,2,0.063777958,0.00063778,82252,-1,8/14/19,8/20/19,8/21/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143450,1/15/19,ADVANCED CIRCUIT TECHNOLOGY INC,2.1,5.0315,10.56615,353,6,8,0,6,0.062,62,12,12,5.166666667,5.166666667,3/3,3,855.9599866,8.559599866,82250,-1,8/14/19,8/30/19,9/3/19,18,24,11,14,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143449,1/15/19,ADVANCED CIRCUIT TECHNOLOGY INC,2.1,5.04,10.584,106,2,8,0,6,0.085,85,10,10,8.5,8.5,2/0,2,2.08157337,0.020815734,82249,-1,9/12/19,10/3/19,10/4/19,18,24,11,15,2,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147567,8/13/19,WELLEX,2.4803,4.0551,10.05786453,316,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,26.68857855,0.266885785,82248,-1,8/13/19,8/15/19,8/15/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147567,8/13/19,WELLEX,2.4803,4.0551,10.05786453,316,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,26.68857855,0.266885785,82248,-2,8/13/19,8/19/19,8/20/19,18,24,13,15,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147536,8/12/19,ITERNA CORP,2.72,9.902,26.93344,481,4,8,0,6,0.093,93,10,10,9.3,9.3,2/2,2,123.1555859,1.231555859,82247,-1,8/13/19,8/23/19,8/22/19,18,24,43,48,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147557,8/13/19,BLACK & DECKER,1.0236,0.9055,0.9268698,29,4,8,0,6,0.062,62,7.87,787,7.87,7.87,1/1,1,19.53289142,0.195328914,82246,-1,8/13/19,8/15/19,8/15/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147454,8/6/19,IXYS INTEGRATED CIRCUITS DIVISION/L-FUSE,16,22,352,2176,2,5,7.5,7.5,0.062,62,24,24,2.6,2.6,2/2,2,45.98850039,0.459885004,82245,-1,8/13/19,8/15/19,8/14/19,18,24,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147547,8/12/19,ELECTROLUX,3.6535,9.626,35.168591,561,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,24.05624364,0.240562436,82244,-1,8/13/19,8/15/19,8/15/19,18,24,10,12,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147518,8/9/19,CEDRUS CORPORATION,0.1535,0.1988,0.0305158,1,1,8,0,6,0.062,62,10,10,6.2,6.2,1/0,1,0.011011394,0.000110114,82243,-1,8/12/19,8/15/19,8/16/19,9,12,0,1,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,82240,-1,8/12/19,8/14/19,8/14/19,18,24,6,10,2,FR-4                ,00:00.0,NULL,19-077         ,RMA                 ,38
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,82240,-2,10/11/19,10/21/19,10/21/19,18,24,10,12,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
145896,5/10/19,OEI MANUFACTURING,6.2,11.8,73.16,264,2,8,0,6,0.062,62,25,25,2.48,2.48,1/1,1,2.560891726,0.025608917,82239,-1,8/9/19,8/16/19,8/16/19,16,21,3,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147488,8/7/19,AVCOM SMT INC.,0.85,1.5157,1.288345,108,2,10,5,5,0.025,25,10,10,6.2,6.2,1/1,1,23.36380796,0.23363808,82237,-1,8/9/19,8/14/19,8/14/19,9,12,0,1,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147300,7/30/19,FLEXTRON CIRCUIT ASSEMBLY,0.85,1.51,1.2835,43,2,8,0,6,0.031,31,10,10,3.1,3.1,1/1,1,7.745118983,0.07745119,82236,-1,8/9/19,8/12/19,8/12/19,18,24,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147301,7/30/19,FLEXTRON CIRCUIT ASSEMBLY,0.86,2.78,2.3908,123,4,8,0,6,0.031,31,10,10,3.1,3.1,1/1,1,272.1723596,2.721723596,82235,-1,8/9/19,8/13/19,8/12/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147499,8/8/19,"INSTRUQUEST, INC",2.76,4.345,11.9922,336,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,25.30677198,0.25306772,82229,-1,8/8/19,8/14/19,8/15/19,9,12,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
147462,8/7/19,MICRON CORP,3.2677,5.9055,19.29740235,373,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,155.0478894,1.550478894,82227,-1,8/8/19,8/23/19,8/29/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
147009,7/12/19,"CALEX MFG. CO., INC.",4.46,2.44,10.8824,210,2,8,0,6,0.062,62,18,18,3.444444444,3.444444444,2/2,2,10.89358846,0.108935885,82224,-1,8/8/19,8/26/19,8/30/19,18,24,20,23,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147397,8/5/19,RSM ELECTRON POWER INC (SENSITRON),4,6,24,1,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.000112007,1.12E-06,82223,-01STCL,8/7/19,8/8/19,8/8/19,0,0,1,1,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
